Angry,Arousing,Bizarre,Calming,Carefree,Cheerful,Emotional,Exciting,Happy,Laid-back,Light,Loving,Pleasant,Positive,Powerful,Sad,Tender,Touching,galiboo_id,spotify_id
0.0008970731869339943,0.011189225129783154,0.013654542155563831,0.09780289977788925,0.014555099420249462,0.009056327864527702,0.054411012679338455,0.006987030617892742,0.009899387136101723,0.0910583883523941,0.015915323048830032,0.04675304517149925,0.07229919731616974,0.014636905863881111,0.016295667737722397,0.02151602879166603,0.059696413576602936,0.024831030517816544,5a418df68cc3d0d2d423d12a,5PkKmEWhfJ9jHVHXbZl0Ks
0.0006970109534449875,0.007955612614750862,0.008769974112510681,0.09374343603849411,0.014890283346176147,0.006951021961867809,0.05955813452601433,0.004995302762836218,0.007847242057323456,0.08273525536060333,0.01360438484698534,0.06094183772802353,0.07176841795444489,0.015464315190911293,0.012810299172997475,0.018142497166991234,0.0759064108133316,0.038443423807621,5a3fcb49d836490c1870acec,3JFsVIxOn7STeilPICkkB2
0.00018067644850816578,0.004564773291349411,0.003453104989603162,0.08695951849222183,0.015284426510334015,0.004403136670589447,0.06688375771045685,0.002035327721387148,0.008638814091682434,0.07880349457263947,0.01421990804374218,0.050087928771972656,0.07239987701177597,0.016720546409487724,0.009572681039571762,0.013015645556151867,0.08157174289226532,0.04910397157073021,5a41bc398cc3d0d2d42a9aea,31TPClRtHm23RisEBtV3X7
0.00022354850079864264,0.004736542701721191,0.004659626167267561,0.10069544613361359,0.015040425583720207,0.004477395676076412,0.06356052309274673,0.0023414543829858303,0.006908328738063574,0.09157124161720276,0.01348908245563507,0.060786403715610504,0.07194145768880844,0.015031049028038979,0.010419082827866077,0.01762445829808712,0.08467386662960052,0.044939350336790085,5a41adf28cc3d0d2d426be8f,12Chz98pHFMPJEknJQMWvI
0.00030037571559660137,0.006059839855879545,0.008117866702377796,0.09851356595754623,0.013844151981174946,0.005305236205458641,0.060333263128995895,0.003259926335886121,0.007679396774619818,0.09360399097204208,0.0143121974542737,0.05653135105967522,0.07000185549259186,0.015848908573389053,0.011876054108142853,0.01870817318558693,0.07456593960523605,0.03825721889734268,5a3fb008d836490c186f4be4,4WRI9YH6mHZQTgQWcMbdqm
0.0002632640243973583,0.004788485821336508,0.004930046387016773,0.10216395556926727,0.014798122458159924,0.0045197391882538795,0.06163658946752548,0.00249531795270741,0.006454677786678076,0.09185680747032166,0.013275712728500366,0.06315373629331589,0.07193762063980103,0.015038510784506798,0.00991041213274002,0.017650838941335678,0.08757983893156052,0.04533014073967934,5a4191c78cc3d0d2d423fa26,5jX8L7D6vWHYlNj9k361vI
0.0015361402183771133,0.03522530943155289,0.01259563583880663,0.05105666443705559,0.018520547077059746,0.013669098727405071,0.05734935402870178,0.01540723443031311,0.014953510835766792,0.05477772280573845,0.017900999635457993,0.026181047782301903,0.04568968340754509,0.012152647599577904,0.03828287497162819,0.007094764616340399,0.03044041432440281,0.013505098409950733,5a3fc59bd836490c18705b1c,3VEqFWRt47xQAZJMBF3duQ
0.004771479871124029,0.04641639441251755,0.030679741874337196,0.0422375351190567,0.020947907119989395,0.02208547294139862,0.046626050025224686,0.02867886982858181,0.021771319210529327,0.040331579744815826,0.02058856561779976,0.013352831825613976,0.042695168405771255,0.01227317564189434,0.04697871208190918,0.008056414313614368,0.018065985292196274,0.005746603477746248,5a41c0458cc3d0d2d42abec7,1AbCznaNeD0vCCLLQUpTjC
0.0019976443145424128,0.040431879460811615,0.012969739735126495,0.040750592947006226,0.021666401997208595,0.019607719033956528,0.05450668931007385,0.021185874938964844,0.021693715825676918,0.03981439024209976,0.020126815885305405,0.018652139231562614,0.045779384672641754,0.016164937987923622,0.04341642186045647,0.005705314222723246,0.023890238255262375,0.009725984185934067,5a4193228cc3d0d2d4240aeb,1C1x4MVkql8AiABuTw6DgE
0.0008155118557624519,0.0146621810272336,0.01756039448082447,0.09147562831640244,0.016955669969320297,0.008411631919443607,0.05770605057477951,0.00789561215788126,0.010568208061158657,0.07856807857751846,0.016053352504968643,0.03557411953806877,0.0639117881655693,0.011905437335371971,0.021153593435883522,0.01599295623600483,0.054783690720796585,0.019468598067760468,5a3fba55d836490c186fc9e5,2KjAo6wVc9d2WcxdxSArpV
0.00031936270534060895,0.0052199638448655605,0.006064979825168848,0.10097477585077286,0.014041145332157612,0.0049127209931612015,0.057357002049684525,0.0027713854797184467,0.006699355784803629,0.09279034286737442,0.014353694394230843,0.06278686970472336,0.06765536963939667,0.015602750703692436,0.010510792024433613,0.019621452316641808,0.0819592997431755,0.04465413838624954,5a419ab98cc3d0d2d4246e35,6Evthx116K8vsZKghwceoh
0.0015882219886407256,0.018362654373049736,0.020737379789352417,0.07992494106292725,0.012708738446235657,0.012985052540898323,0.042912207543849945,0.012274477630853653,0.010605476796627045,0.06634286046028137,0.015466921031475067,0.03567273169755936,0.054905038326978683,0.013309180736541748,0.021063977852463722,0.023631233721971512,0.04385434836149216,0.01852416805922985,5a3faeddd836490c186f3ad9,5Il8YjuVAWkWNH2xgjFMpF
0.0016720216954126954,0.03037121333181858,0.015276558697223663,0.05425850674510002,0.02606353722512722,0.016350334510207176,0.05856107547879219,0.015968985855579376,0.020716413855552673,0.0504993200302124,0.02382555976510048,0.020328383892774582,0.05549757555127144,0.016938619315624237,0.03666604682803154,0.007247977890074253,0.03038458153605461,0.0098323505371809,5a3fb185d836490c186f601e,0fauHpmSHwodVYIjTqOGHz
0.004571583122014999,0.05004526302218437,0.027105072513222694,0.034225691109895706,0.021817728877067566,0.02715388312935829,0.04211922734975815,0.03236038237810135,0.024137403815984726,0.031763676553964615,0.02267349325120449,0.012886770069599152,0.04082079231739044,0.014893533661961555,0.047824934124946594,0.006109396927058697,0.015283145010471344,0.005778440274298191,5a3fe8e3d836490c1871f51e,2NxFqOk7uZCe0hxfohdWJX
0.0038253534585237503,0.042647551745176315,0.03090657852590084,0.04988278076052666,0.018839221447706223,0.019959356635808945,0.04343278333544731,0.02549988031387329,0.018810156732797623,0.044928573071956635,0.019122067838907242,0.014824693091213703,0.04221268743276596,0.011271636933088303,0.04354824498295784,0.008543072268366814,0.02029803767800331,0.0064378902316093445,5a41b6e58cc3d0d2d429f0eb,4pcyVhXMRbYVm8GEg1uqkF
0.000928015448153019,0.009898027405142784,0.012564095668494701,0.08518432825803757,0.013167212717235088,0.00909828394651413,0.04725966975092888,0.006670467555522919,0.009233268909156322,0.08034110069274902,0.01485862024128437,0.04946823790669441,0.0611751489341259,0.017726609483361244,0.014024329371750355,0.0224473737180233,0.05812849476933479,0.029956534504890442,5a3fda47d836490c18715414,6gkHVRYMMXviNI4DglaLrr
