spotify_id,galiboo_id,anger,happiness,neutral,sadness,surprise
1zb5zmIuX2lTbzcn7YeQlg,5a419ff08cc3d0d2d424aaff,0.2639991929,0.1635112905,0.4053076005,0.0651384664,0.1020434497
0eEcbHGsAvOTCZzF5pg8GD,5a41a8278cc3d0d2d4250bf9,0.263929531,0.1484568012,0.3552625109,0.0616843594,0.1706667975
5aAGDGHMxeND8iwylX046x,5a4196a08cc3d0d2d42439ab,0.2246794723,0.2065932532,0.3147308248,0.0392579055,0.2147385443
5b0XQwyoJBFd3MwL2YxEPO,5a3faf6ad836490c186f4329,0.2813959125,0.1804282387,0.2994248866,0.039223273,0.1995276891
1sjw4xq2pAWy5Vdgba5QAt,5a41b67c8cc3d0d2d429cacf,0.2383096107,0.1862678749,0.325397845,0.050580548,0.1994441213
2fg5h5pzleqI4RjFopWroj,5a4190fb8cc3d0d2d423f048,0.2249055011,0.2082302176,0.4169418067,0.091892966,0.0580295086
1KTiZJD9cYb1DjPLI7Vkji,5a41b7bb8cc3d0d2d42a400f,0.2447318861,0.1903062156,0.3196619468,0.0466043317,0.1986956199
6PAt558ZEZl0DmdXlnjMgD,5a4193388cc3d0d2d4240bed,0.2222971681,0.1508526686,0.3863340904,0.0729588907,0.1675571822
0URaosJFbrERLlqhZsd0h4,5a41bf148cc3d0d2d42ab3f1,0.2503863574,0.2563956338,0.3918607114,0.0659883671,0.0353689304
6r54QO0889i9vqaeuruUSn,5a3fb9d7d836490c186fc339,0.2199037329,0.2398309373,0.4011087261,0.0877738544,0.0513827492
6JhUHne9H09NdkTI5E9GSt,5a4197228cc3d0d2d4244029,0.2630494974,0.2673711151,0.3702061223,0.0614007979,0.0379724674
3MHaV05u0io8fQbZ2XPtlC,5a41a0e18cc3d0d2d424b5de,0.255587576,0.2451987396,0.3948481301,0.0667760518,0.0375895026
7xwbnGpTJA94MgILLAeThK,5a418ff78cc3d0d2d423e2d7,0.2135001785,0.2178889319,0.3974192962,0.0973525117,0.0738390817
5beNQx8Rsr5StjfjIhwS4o,5a41a3d88cc3d0d2d424dd82,0.2099418093,0.2369207954,0.2806905069,0.0414525423,0.2309943462
356c8AN5YWKvz86B4Sb1yf,5a3fc114d836490c18702583,0.2194664608,0.2075018851,0.3096932148,0.0579361734,0.205402266
6aZyMrc4doVtZyKNilOmwu,5a3fb424d836490c186f804f,0.3628456961,0.1424172621,0.3320934194,0.0271211652,0.1355224572
7dsugSamBB7enWE2IrlbFg,5a41ab158cc3d0d2d4259e51,0.29127566,0.2302731507,0.3436086534,0.0574811895,0.0773613464
6xlw9V9noTEe067ylMvZDe,5a3fb3f8d836490c186f7e1c,0.2544737252,0.1990428829,0.2835747055,0.0587399466,0.2041687397
5JZXYantGqgguYFt5pw1uH,5a4192278cc3d0d2d423fece,0.2753416479,0.1675329857,0.3790542322,0.0725734299,0.1054977042
1OlzK1kHcdTcduXcdXHYXn,5a3fe88ad836490c1871f085,0.2552764441,0.2788377186,0.3557152468,0.0656948505,0.04447574
3FfvYsEGaIb52QPXhg4DcH,5a41bc418cc3d0d2d42a9b21,0.2035573801,0.1660111916,0.4087175542,0.1185162801,0.103197594
2wOqMjp9TyABvtHdOSOTUS,5a41923e8cc3d0d2d423fff3,0.2897207655,0.207302248,0.376215144,0.0643776391,0.0623842034
7wOA9cCGnWVftFgDYHlJ3d,5a3fcc23d836490c1870b5a1,0.235745475,0.2491170024,0.4011158537,0.0749695463,0.0390521226
5yzE49FicYiSxN61oaxkNn,5a3fecced836490c187227ea,0.2055887512,0.1843296281,0.3974693911,0.1103764796,0.10223575
7u5A0iJezviwan3g2BNQf8,5a4195e38cc3d0d2d4243019,0.2621883076,0.2866247033,0.3490012012,0.0618058964,0.0403798915
0mNtsUTeDK3Tnewy9tuD2b,5a3fb209d836490c186f6656,0.1955910803,0.1938072527,0.4153836596,0.1196034066,0.0756146008
480xKab3lUPhBBnCzlzqIu,5a41a4ca8cc3d0d2d424e6d9,0.2503251704,0.1531592123,0.3587941431,0.0626858545,0.1750356197
2LSJrlndCuTpdEluvYHc2E,5a4198d98cc3d0d2d42455ec,0.2311371001,0.1524147029,0.3795597205,0.0626628324,0.1742256441
7jzR5qj8vFnSu5JHaXgFEr,5a41ad468cc3d0d2d4267e3b,0.3000904736,0.1824669632,0.2850335504,0.0328453489,0.1995636639
6s1pCNXcbdtQJlsnM1hRIA,5a41afc88cc3d0d2d42766b6,0.2007080006,0.3261426356,0.1588957891,0.0134054785,0.3008480962
5eAWCfyUhZtHHtBdNk56l1,5a3fcbb7d836490c1870b17c,0.2668177823,0.2625737019,0.380290306,0.0569938571,0.0333243527
3yMtbN4jtLkilLiilLT7h0,5a3fbd02d836490c186feffa,0.1864555241,0.3656569181,0.0919786707,0.0078877203,0.3480211668
5wFXmYsg3KFJ8BDsQudJ4f,5a3fbaedd836490c186fd207,0.1958156885,0.3510887778,0.0994811319,0.0071071335,0.3465072682
6ktrGdxDCj0pHkoTQ9bzSG,5a4198218cc3d0d2d4244cb2,0.2597996805,0.2740490818,0.3593303565,0.0655970857,0.0412237955
6wH6iStAh4KIaWfuhf0NYM,5a3feb31d836490c187216dd,0.214503871,0.2960191335,0.2043219625,0.0180216909,0.2671333421
28j8lBWDdDSHSSt5oPlsX2,5a3fbd2bd836490c186ff1e4,0.315515549,0.1481381149,0.3338564866,0.0461153223,0.1563745271
0kbYTNQb4Pb1rPbbaF0pT4,5a3fb68fd836490c186f9bec,0.2871303101,0.2083257921,0.3809692395,0.063423281,0.0601513775
6dhqzgrbFggOBns03STnU3,5a3fb2cdd836490c186f6fae,0.2635663108,0.2646466748,0.3661880135,0.063619091,0.0419799099
3bOaXwSzOMYXFPU7ijebYK,5a41903a8cc3d0d2d423e680,0.3148942408,0.1747592487,0.2978820833,0.0396874953,0.1727769319
0Ya43ZKWHTKkAbkoJJkwIB,5a3fcb30d836490c1870abca,0.2393722806,0.2802760844,0.1728620174,0.0244200323,0.2830695855
7oPgCQqMMXEXrNau5vxYZP,5a418f7b8cc3d0d2d423dcad,0.2822509914,0.1346593295,0.3888080488,0.048640556,0.1456410742
4vqV8IpWyagD7V8RjMO63g,5a41bc968cc3d0d2d42a9e2e,0.244658105,0.172432558,0.352369046,0.0411339618,0.1894063292
4VMYDCV2IEDYJArk749S6m,5a419c348cc3d0d2d4248012,0.1725430281,0.3846124305,0.0685212422,0.0059579431,0.3683653561
4xFadP7L1YVwVSjDDfjKjM,5a419ab48cc3d0d2d4246e0d,0.3103871727,0.1958150744,0.3067528728,0.0416010593,0.1454438209
0zv0evXR10PUhTenDprOZO,5a4199b88cc3d0d2d4246144,0.2618028224,0.2760019591,0.3648545149,0.0614225811,0.0359181225
7LkWVc8qgKldq6Ja5WI784,5a3fe163d836490c1871a61b,0.2767328445,0.1484698477,0.3528623254,0.0413400269,0.1805949555
74HbzlSPjDifr7EmhZtuOQ,5a41aadc8cc3d0d2d4258c3e,0.3022250484,0.1531622801,0.3204182654,0.041346791,0.1828476151
5R3Hr2cnCCjt220Jmt2xLf,5a41b66d8cc3d0d2d429c570,0.2681574757,0.2551447555,0.2028780094,0.0232518575,0.2505679019
6LuN9FCkKOj5PcnpouEgny,5a419fb38cc3d0d2d424a85a,0.1698728828,0.3792913898,0.1104938167,0.0070467992,0.3332951115
4qXCADLD9pMWPUkOBCLQ9H,5a41b0a68cc3d0d2d427bcb3,0.2999555365,0.142694431,0.3413013217,0.0440292834,0.1720194275
7wi1x9DxLtqnhzJIQa7JQF,5a4193bb8cc3d0d2d4241293,0.2467564385,0.2350733079,0.398342017,0.0706932327,0.0491350039
4kJAoV5i0XPIAoGRN4bVJJ,5a4190ed8cc3d0d2d423ef53,0.2524647893,0.230987645,0.22953514,0.031438403,0.2555740227
0M6xcJTswOl2qvExCJhiS3,5a41b66d8cc3d0d2d429c537,0.3049529491,0.1324985004,0.3532811909,0.0490168926,0.160250467
0BzFtDQ64uQV9fjIu1XVom,5a41a7ad8cc3d0d2d42506fc,0.2719267562,0.2464908771,0.3818155363,0.061588173,0.0381786574
7z5WFjZAIYejWy0NI5lv4T,5a4191708cc3d0d2d423f5c3,0.2503658404,0.2832481495,0.363097857,0.0648902317,0.0383979214
0Um9Obps5KGnNcqAHfXdBv,5a41bdd48cc3d0d2d42aa90b,0.2806839455,0.1699115697,0.3838482414,0.0544363107,0.1111199326
4q3ewBCX7sLwd24euuV69X,5a4195898cc3d0d2d4242b59,0.2196317291,0.3163925651,0.1349172807,0.0128807088,0.3161777163
3gA1e0cQPKvNeM10wn9CT3,5a41bf038cc3d0d2d42ab35f,0.2056299857,0.2944644232,0.1757613799,0.0359969084,0.2881473028
656RXuyw7CE0dtjdPgjJV6,5a41a7538cc3d0d2d42502c5,0.2526761672,0.231716401,0.2281436987,0.0311485889,0.2563151442
12zbUHbPHL5DGuJtiUfsip,5a3fb6fed836490c186fa09c,0.2222548601,0.215970386,0.4136172998,0.0911377097,0.0570197445
4VMYDCV2IEDYJArk749S6m,5a41a34e8cc3d0d2d424d7e2,0.2681574757,0.2551447555,0.2028780094,0.0232518575,0.2505679019
5Nv6jv2vG94Yz0NHDYu46O,5a419a588cc3d0d2d424694e,0.1822302688,0.3753353358,0.0785681106,0.006554785,0.3573114998
73I7vbj7hzsw8rW4LUoxtz,5a41ac388cc3d0d2d4260e94,0.2280266929,0.2913066737,0.1877094935,0.0186200716,0.2743370682
0j7wLGDwHdUSPLkxCH3GBQ,5a419a468cc3d0d2d4246866,0.1383021666,0.4046328259,0.0858336614,0.0049710332,0.366260313
0liG9qD19eWrt5Ur4cnsYd,5a3fba19d836490c186fc6f7,0.3085499627,0.1650468362,0.2929374434,0.041340822,0.1921249357
6UeIDlkYcSRGg4aLX1d4TN,5a41ae458cc3d0d2d426d88e,0.1731322857,0.3732263124,0.1143287506,0.0080656864,0.3312469649
3wC39cIBlyNFSP8bO84FCJ,5a3fe789d836490c1871e623,0.2533893911,0.2640798546,0.3669700565,0.0671104146,0.0484502832
7slfeZO9LsJbWgpkIoXBUJ,5a419f138cc3d0d2d424a18a,0.2743304668,0.2258169657,0.253772138,0.0224780587,0.2236023707
4fv1OFJywZ7DHCz3mVQQ45,5a3fba21d836490c186fc741,0.2430346961,0.1324281211,0.4379222395,0.0745203796,0.1120945638
0kbYTNQb4Pb1rPbbaF0pT4,5a3fb847d836490c186fb07f,0.2646201375,0.2838293158,0.3461230086,0.0620814897,0.0433460485
6Ghvu1VvMGScGpOUJBAHNH,5a3fb450d836490c186f826f,0.2729150253,0.2511824872,0.3702592651,0.0620930473,0.0435501751
74Di00nVWc79jCE7LFXaqn,5a3fe238d836490c1871af97,0.3148918871,0.1527120417,0.3052024793,0.0443128862,0.1828807057
1lrRKgENSA3wSJ4VECfrC5,5a3fae65d836490c186f3527,0.2138314241,0.2321204216,0.2878660785,0.0350031381,0.2311789377
3MQuQtVNJG9SchM1l2CTm3,5a4191b48cc3d0d2d423f936,0.2788153765,0.2608046729,0.3686316831,0.0546322329,0.0371160346
5ihY290YPGc3aY2xTyx7Gy,5a41a5b78cc3d0d2d424f051,0.2997311824,0.2001311214,0.4042363944,0.0548569461,0.0410443556
6JOZsxwBJZm4bhcEy7gLIU,5a41b3f98cc3d0d2d428ebde,0.2806295701,0.2094552254,0.3892834523,0.0661635898,0.0544681625
2uFUBdaVGtyMqckSeCl0Qj,5a3fb092d836490c186f54c7,0.2782898148,0.2472061679,0.3555313935,0.0606717385,0.0583008853
4cDQO3NM8cURew5tdHkfrd,5a4194498cc3d0d2d4241994,0.2125659008,0.2978563785,0.2012863734,0.0158633823,0.2724279649
436sYg6CZhNefQJogaXeK0,5a419bfe8cc3d0d2d4247db0,0.2872816756,0.2545021462,0.3169340113,0.0553339554,0.0859482115
4WU7o63S7gxuTIw6WaRYR2,5a3fc0d4d836490c18702250,0.2009258919,0.1639427162,0.3904028908,0.1263439902,0.118384511
6xX1Zl1ebx9oUiIr8iK5HU,5a41acda8cc3d0d2d42651aa,0.285773687,0.1776571917,0.2989026006,0.0454605232,0.1922059975
1sEjFMcdtlET42rn7hJR0R,5a3fcbe1d836490c1870b31e,0.3288814903,0.1452369949,0.3262407528,0.0378925276,0.1617482345
4OxEbB5MV7rDnbYtWUL1UO,5a3fae56d836490c186f33fb,0.2092275628,0.2148922114,0.4201845754,0.0977068851,0.0579887653
1eyGtJBOiRGtvXAEhQHpBS,5a41a4dc8cc3d0d2d424e77b,0.2423423902,0.1366151878,0.3899720357,0.0727940285,0.1582763578
57xPD2CfuwxN6Ld7rf2iLG,5a41b7218cc3d0d2d42a070d,0.2933732371,0.1824252058,0.3261796348,0.0512797156,0.1467422067
4wLXwxDeWQ8mtUIRPxGiD6,5a3fc4add836490c18704ede,0.1935126913,0.1930973165,0.436466848,0.1129483935,0.0639747507
3i7IUsb5VsiJAKqX2Md9Fc,5a41af2e8cc3d0d2d4272b42,0.1952490234,0.3641502242,0.0926757531,0.0072716563,0.3406533429
3DrB9nBkn2tfhXxSsKAaor,5a3fed05d836490c18722a4c,0.1712180102,0.3866343206,0.0855434093,0.0064679336,0.3501363263
6Ghvu1VvMGScGpOUJBAHNH,5a3fb46bd836490c186f8392,0.1796389229,0.3635030786,0.119471277,0.0105766156,0.3268101059
5hW4L92KnC6dX9t7tYM4Ve,5a3fe6a0d836490c1871dcd5,0.2244447281,0.1965356943,0.4342619005,0.088130175,0.0566275021
6rUmQMuxX83ChKgdzd0hza,5a3fd9fbd836490c1871503e,0.1740039721,0.3765720158,0.0910304141,0.0075044988,0.3508890992
1r4hJ1h58CWwUQe3MxPuau,5a4196608cc3d0d2d424366d,0.301879504,0.14503031,0.3375446006,0.0442988209,0.1712467646
0rQ0WMIrOt6MzfiGaNWh3D,5a41b5ce8cc3d0d2d4298dd6,0.2583732055,0.2756972071,0.3389198402,0.0691630051,0.0578467422
5WdqBAQhGFCrZvBKXiPIu7,5a419ec08cc3d0d2d4249da5,0.1857719413,0.3676710347,0.0835600993,0.0078362751,0.3551606495
51RfVK8q11xKW7bi7bcMpJ,5a3fe7dfd836490c1871e9ae,0.285123004,0.2537840551,0.355319379,0.0598801268,0.0458934351
0dU2EKM6vca3xmJ9kl8zoI,5a41aaaf8cc3d0d2d4257c49,0.1527480262,0.3976014537,0.0740090561,0.0055167756,0.3701246883
3RNrq3jvMZxD9ZyoOZbQOD,5a3fcac4d836490c1870a73b,0.232419287,0.3040714861,0.1575573798,0.0162807046,0.2896711425
6EeFmtX81QG7WZvD1vmUe2,5a41a0408cc3d0d2d424aeaf,0.2372791596,0.2592934644,0.3845887819,0.0749155098,0.0439230843
2O6S01fSY6YHfZT6qLAgxG,5a41afb18cc3d0d2d4275dd4,0.201315155,0.3461917732,0.1149874372,0.0105614485,0.3269441861
6fuALtryzj4cq7vkglKLxq,5a3fc5c9d836490c18705de4,0.2670076161,0.2426097162,0.3833153814,0.0614194168,0.0456478694
7253m10ftQppP9mrXhBGlY,5a3fcfd3d836490c1870d7a5,0.2550103166,0.1756790216,0.3321181092,0.0445753769,0.1926171757
4I47QTluHCo2t2Gj6V7AIG,5a418f7e8cc3d0d2d423dcda,0.2516789322,0.2705812714,0.3662315838,0.0675383159,0.0439698967
0ebni9QrrWMvEgH40nOWZQ,5a41a1868cc3d0d2d424bd30,0.2516192837,0.2936271748,0.3495989748,0.0649125295,0.0402420372
0kbYTNQb4Pb1rPbbaF0pT4,5a3fb741d836490c186fa3e9,0.2531099717,0.2892355043,0.3613550586,0.0583692345,0.0379302309
4MT9A89Dq8xRJ9hMvvPiJw,5a3fbc08d836490c186fe0b5,0.2814144976,0.2603150961,0.3530421202,0.0591845812,0.046043705
360IAlyVv4PCEVjgyMZrxK,5a3fcd0cd836490c1870be49,0.2774488324,0.2183003799,0.2609697729,0.0234893792,0.2197916355
15kzFPO1n6iK1GqFaTDDBo,5a419e818cc3d0d2d4249a8e,0.2523010362,0.2206804331,0.3759144868,0.0690674099,0.082036634
6LqNN22kT3074XbTVUrhzX,5a41bc328cc3d0d2d42a9aaa,0.2237828031,0.2826227361,0.2135097822,0.0213686775,0.2587160011
7IsewvvrlJXKsZOcbDBE7m,5a3fddb0d836490c18717b07,0.2896034473,0.1518971566,0.3336851757,0.0471285347,0.1776856856
5Ul7YrRYtvl8da6i7Ziakt,5a41987d8cc3d0d2d424515c,0.2610634564,0.240924158,0.2172611638,0.0317454723,0.2490057495
7rj5B6cNPEJhWLnZAPSw9c,5a41a5e48cc3d0d2d424f247,0.2230902569,0.3243288238,0.1283594572,0.0102699067,0.3139515554
2OLcpv4yIEoLqWvEu2EU5m,5a3fc5ebd836490c18706091,0.2274631814,0.2664458795,0.2136455078,0.0307539201,0.2616915112
1LA9Zn3bgZCPA1VJVEvDa0,5a41a65e8cc3d0d2d424f750,0.1535894488,0.3877700046,0.0926603935,0.0071700658,0.3588100874
3dRfiJ2650SZu6GbydcHNb,5a3faf57d836490c186f4209,0.2855187981,0.2235536438,0.2283834453,0.0271631645,0.2353809483
2mV8aJphiSHYJf43DxL7Gt,5a41a2a68cc3d0d2d424cf57,0.1598446119,0.3877606421,0.094964284,0.0061997364,0.3512307255
4zIdvYkZu1X4EGQJzptHyN,5a4193888cc3d0d2d4241017,0.1972776748,0.3577236438,0.1002706268,0.0057216815,0.3390063731
0kEfub5RzlZOB2zGomqVSU,5a41a73f8cc3d0d2d4250194,0.2597903857,0.2470606825,0.21982869,0.0233213754,0.2499988664
42vg2T0Xg9yPaAgogJzoQH,5a3fbb1fd836490c186fd49c,0.2216177566,0.3022412005,0.1690549755,0.0190318167,0.2880542507
656RXuyw7CE0dtjdPgjJV6,5a4190e28cc3d0d2d423eeca,0.1435291988,0.3957642951,0.0936013105,0.0051368431,0.3619683525
21TfwfkOQkI8h5I7CJzCNf,5a4198798cc3d0d2d4245104,0.2546068695,0.2543467573,0.2057068201,0.0222014002,0.263138153
4OKiVSsDSnHqPnxQAwUE8G,5a3fb4bfd836490c186f87e5,0.2076332682,0.3292545301,0.1150948462,0.0161326352,0.3318847204
6e8ISIsI7UQZPyEorefAhK,5a3fdff5d836490c1871955f,0.200270821,0.3293111558,0.1508507231,0.0135918939,0.3059754062
2VnNIlyX9iVtx1FYavvm90,5a3fe4ccd836490c1871ca6d,0.2144723112,0.2798609266,0.2179072486,0.0223734887,0.2653860249
7xRdCnm7IiS0M1FUS15ZfO,5a41a7ff8cc3d0d2d4250a59,0.2679375386,0.1372372706,0.3621545182,0.0593895762,0.1732810964
4kHmDsdkNtozdWczddBbTf,5a41afa08cc3d0d2d4275759,0.2358991584,0.1950759874,0.3090288222,0.0481842096,0.2118118224
4Z8W4fKeB5YxbusRsdQVPb,5a3fc177d836490c18702b13,0.227794409,0.2195494153,0.3805586198,0.0915576222,0.0805399337
0zSbNvakUiCGzlvMl7ncaN,5a3fea2cd836490c18720bb1,0.204870597,0.3017608037,0.1828272484,0.0257947702,0.2847465805
7ie36YytMoKtPiL7tUvmoE,5a4196688cc3d0d2d42436e4,0.2996973503,0.1546724212,0.315947585,0.0462357949,0.1834468487
1vsrQEpLq1U4jxBvZPThBI,5a419d198cc3d0d2d4248a43,0.24020159,0.1570364308,0.407110581,0.0781191556,0.1175322425
12SPNXi0aDpFt0rMVbmLrr,5a3fb398d836490c186f79b6,0.2332160612,0.1586801384,0.4344911613,0.0899231706,0.0836894685
7b1EPAPT0r2pf6Qxp7A8DU,5a3fb210d836490c186f66ab,0.2480936245,0.1253649661,0.4203713088,0.0689924434,0.1371776572
02YLJJnWC7YQVixkjEBRn7,5a4194578cc3d0d2d4241aae,0.2562365212,0.1406066624,0.3652395311,0.0665280454,0.1713892399
3PSH5PsWfZQiD2wieKU0ss,5a3fea0ed836490c18720a57,0.2480574288,0.130876292,0.3950338262,0.0653023087,0.1607301443
6wrBDBGZ6BodhkMfsFWcNH,5a41ac528cc3d0d2d42618d4,0.2381483123,0.2600256405,0.2309825859,0.0240050188,0.2468384425
0Uj2hge2fxypJ7f4ik6lpr,5a3fd675d836490c18711c0c,0.2701067759,0.2620290344,0.19009649,0.0215268297,0.25624087
0nJUwPwC9Ti4vvuJ0q3MfT,5a419b878cc3d0d2d4247808,0.2703501433,0.1232037584,0.38766524,0.0563856959,0.1623951624
69Fk1s1lzINOKqoSWjjEiE,5a41ae028cc3d0d2d426c44d,0.2951797045,0.2142050553,0.3346468151,0.0511491537,0.1048192715
3gkLqGRDA19txXCSKXq6Gx,5a3fb8c1d836490c186fb620,0.152124781,0.3992646824,0.0940583061,0.0056091066,0.348943124
7y97mc3bZRFXzT2szRM4L4,5a4192cc8cc3d0d2d4240694,0.2657106787,0.1733708921,0.3251378289,0.0350191145,0.200761486
3e7awlrlDSwF3iM0WBjGMp,5a3fc278d836490c18703724,0.2807080688,0.1506170729,0.3414403457,0.0427910356,0.1844434771
4s9NK8oBZvGFo7n4GNtFGx,5a41a5338cc3d0d2d424eb2b,0.2712888719,0.2459533475,0.3531599678,0.0642749758,0.0653228371
7aUSp5cOZlwEtd5zPC795k,5a41a9f68cc3d0d2d4253ade,0.1488765737,0.3952602166,0.0917568879,0.006478479,0.3576278429
6fenwnC12GiSNfN2Aar8Aj,5a4198ac8cc3d0d2d42453b8,0.1606757217,0.3849267599,0.0931444982,0.0072598806,0.3539931396
2OkyMqAoaxpBa9QUrJdlOL,5a41bd898cc3d0d2d42aa690,0.128273044,0.4208170817,0.0890649901,0.0047456528,0.3570992314
43JlwunhXm1oqdKyOa2Z9Y,5a41a58c8cc3d0d2d424ee9f,0.2125944291,0.3311304416,0.1210918193,0.0143266285,0.3208566815
7rgCh0Go1ezmcV75kXQM2T,5a4193918cc3d0d2d42410a3,0.2360323968,0.2571432994,0.3849868847,0.0780642392,0.04377318
0CqUWmuisajRaQpQjV6Ivp,5a41a5068cc3d0d2d424e93f,0.2728044475,0.1324964177,0.3753227909,0.0539396158,0.165436728
0WI8OfWCRvK4nGHmKfFQmd,5a419cd58cc3d0d2d424875e,0.1921260714,0.3678899097,0.0708004064,0.0034052244,0.3657783881
1tcgfoMTT1szjUeaikxRjA,5a3fb957d836490c186fbd2a,0.2139927617,0.2398956456,0.3970639158,0.0963671661,0.0526805108
6BrvowZBreEkXzJQMpL174,5a41be3f8cc3d0d2d42aacce,0.1709630275,0.3882938533,0.0676630897,0.0047702447,0.3683097847
25Ml61MmcKgdK1Ma4GQ86d,5a41a8b88cc3d0d2d42512be,0.171827027,0.3802213702,0.0676574223,0.0063909473,0.3739032331
53Wk6hhoFwz3REXaZ2XW2a,5a3fca0fd836490c18709f73,0.2284694429,0.2928922928,0.194878728,0.0174406014,0.2663189349
1r4hJ1h58CWwUQe3MxPuau,5a4195a08cc3d0d2d4242c62,0.2820069687,0.1300205659,0.3655402365,0.0529290917,0.1695031372
0eyLcZwpHhgnD4asaO2zgd,5a3fcda2d836490c1870c358,0.2439778543,0.1761209412,0.325152447,0.0722071706,0.182541587
6N1GBr0koYYU0W59ECgg5u,5a3fbf65d836490c18700ef0,0.2059013943,0.2836953137,0.2215933666,0.0271986398,0.2616112856
1UTPBmNbXNTittyMJrNkvw,5a4191a88cc3d0d2d423f864,0.2171499793,0.2394672094,0.2694555634,0.0333639502,0.2405632977
