anger,happiness,sadness,neutral,surprise,spotify_id,galiboo_id
0.054411012679338455,0.04675304517149925,0.02151602879166603,0.09780289977788924,0.016295667737722397,5PkKmEWhfJ9jHVHXbZl0Ks,5a418df68cc3d0d2d423d12a
0.05955813452601433,0.06094183772802352,0.018142497166991237,0.09374343603849412,0.012810299172997476,3JFsVIxOn7STeilPICkkB2,5a3fcb49d836490c1870acec
0.06688375771045685,0.050087928771972656,0.013015645556151869,0.08695951849222182,0.009572681039571762,31TPClRtHm23RisEBtV3X7,5a41bc398cc3d0d2d42a9aea
0.06356052309274672,0.0607864037156105,0.01762445829808712,0.1006954461336136,0.010419082827866077,12Chz98pHFMPJEknJQMWvI,5a41adf28cc3d0d2d426be8f
0.0603332631289959,0.056531351059675224,0.018708173185586933,0.09851356595754623,0.011876054108142851,4WRI9YH6mHZQTgQWcMbdqm,5a3fb008d836490c186f4be4
0.061636589467525475,0.06315373629331589,0.017650838941335678,0.10216395556926727,0.00991041213274002,5jX8L7D6vWHYlNj9k361vI,5a4191c78cc3d0d2d423fa26
0.057349354028701775,0.03522530943155289,0.007094764616340399,0.05477772280573845,0.03828287497162819,3VEqFWRt47xQAZJMBF3duQ,5a3fc59bd836490c18705b1c
0.046626050025224686,0.04641639441251755,0.008056414313614368,0.042695168405771255,0.04697871208190918,1AbCznaNeD0vCCLLQUpTjC,5a41c0458cc3d0d2d42abec7
0.05450668931007385,0.04043187946081162,0.0057053142227232465,0.04577938467264176,0.04341642186045647,1C1x4MVkql8AiABuTw6DgE,5a4193228cc3d0d2d4240aeb
0.05770605057477951,0.03557411953806877,0.015992956236004833,0.09147562831640244,0.02115359343588352,2KjAo6wVc9d2WcxdxSArpV,5a3fba55d836490c186fc9e5
0.057357002049684525,0.06278686970472336,0.01962145231664181,0.10097477585077286,0.010510792024433613,6Evthx116K8vsZKghwceoh,5a419ab98cc3d0d2d4246e35
0.042912207543849945,0.035672731697559364,0.023631233721971512,0.07992494106292725,0.02106397785246372,5Il8YjuVAWkWNH2xgjFMpF,5a3faeddd836490c186f3ad9
0.05856107547879219,0.03037121333181858,0.007247977890074253,0.05549757555127144,0.03666604682803154,0fauHpmSHwodVYIjTqOGHz,5a3fb185d836490c186f601e
0.04211922734975815,0.05004526302218437,0.006109396927058697,0.040820792317390435,0.047824934124946594,2NxFqOk7uZCe0hxfohdWJX,5a3fe8e3d836490c1871f51e
0.04343278333544731,0.042647551745176315,0.008543072268366814,0.049882780760526664,0.04354824498295784,4pcyVhXMRbYVm8GEg1uqkF,5a41b6e58cc3d0d2d429f0eb
0.04725966975092888,0.04946823790669441,0.0224473737180233,0.08518432825803758,0.014024329371750357,6gkHVRYMMXviNI4DglaLrr,5a3fda47d836490c18715414
0.05777315050363541,0.03917250782251358,0.008568918332457542,0.05616261437535286,0.04250388965010643,2LFckOYhr4hG0PtLqHYWkz,5a3fcffdd836490c1870d95a
0.050620220601558685,0.05569758266210556,0.026067351922392845,0.10910292714834212,0.012327244505286215,3DVo02zCQ7iZKujFgRLMXL,5a41a14d8cc3d0d2d424bab3
0.06486694514751434,0.05114329978823662,0.011268774047493936,0.07233774662017822,0.012340368703007698,5LS9IzpE6W6Aw25KverdM9,5a3fb549d836490c186f8e48
