new_date,lat,long,speed,datetime,co,no2,o3,pm10,pm25,so2,no2_normal,o3_normal,pm10_normal,pm25_normal,so2_normal,co_normal
2018-07-01T05:00:00,40.7719,-73.99401,0.0,2018-07-01T05:00:00,379.68,61.11,24.14,79.55,19.58,0.08,0.03498950314905529,-0.05817335660267599,0.069589422407794,0.1865671641791046,-0.7936507936507936,0.007243227582210635
2018-07-01T05:00:00,40.7604,-74.00328,39.14,2018-07-01T05:00:00,403.08,66.22,24.74,67.38,21.38,0.08,0.047755491881566386,-0.057339449541284414,-0.12484394506866386,0.29761904761904767,-0.7633587786259542,0.0067870232116193875
2018-07-01T05:00:00,40.70158,-73.99033,33.55,2018-07-01T05:00:00,412.11,66.61,26.7,79.33,20.09,0.07,0.06396684932464336,0.10381017433760767,0.06458511615164379,0.1183996123682657,-1.574803149606299,0.017839963972681904
2018-07-01T05:00:00,40.730165,-73.87643,0.0,2018-07-01T05:00:00,367.8,44.23,29.7,64.86,24.42,0.07,0.10565801813066585,-0.0425930775910789,0.05210759605077841,0.21117941314852226,-1.549239825213968,0.020652406981021335
2018-07-02T06:00:00,40.66579,-73.75706,31.68,2018-07-02T06:00:00,414.54,39.52,14.46,63.54,29.13,0.83,0.10508260766973213,-0.1453985244097842,0.08989003264928333,0.4112723829769664,7.326500159005849,0.01690940576086273
2018-07-02T06:00:00,40.70895,-73.996941,32.93,2018-07-02T06:00:00,455.08,44.86,21.06,50.8,26.16,1.27,0.09531091589555786,-0.056874345854169076,0.020502456124743863,0.0819375636382774,2.053296433513369,0.009432819469089025
2018-07-02T06:00:00,40.76212,-74.91,18.64,2018-07-02T06:00:00,333.47,8.91,24.92,17.26,16.2,0.02,0.2964024800195663,-0.06430118751956866,0.00602958701362839,0.5889202296500679,-31.87250996015935,0.013310217915388231
2018-07-02T06:00:00,40.74137,-74.00893,15.53,2018-07-02T06:00:00,455.69,44.17,21.29,50.39,26.33,1.44,0.26615184667556363,-0.06524390665394508,0.0378076995260864,0.3272246429992274,3.630403108305002,0.01737705341030142
2018-07-02T06:00:00,40.73895,-74.01012,22.99,2018-07-02T06:00:00,457.26,55.82,21.32,55.99,27.23,1.43,0.21491835505748214,-0.102224549792083,0.09814394534105296,0.5118307692368619,3.5287269905173053,0.019462480788467372
2018-07-03T08:00:00,40.66579,-73.75706,41.01,2018-07-03T08:00:00,333.81,30.33,23.1,47.28,22.01,0.76,-0.07438546714603442,-0.07040319146805733,0.0246963227696625,0.18065754441437124,6.42750556520463,0.008578899087755472
2018-07-03T08:00:00,40.70895,-73.996941,11.18,2018-07-03T08:00:00,311.05,24.66,19.42,50.68,24.24,1.23,-0.0047296401496626445,-0.10157431096639136,0.020098908601238797,0.06414787775224354,1.919385796545106,0.0006521159394266624
2018-07-03T08:00:00,40.76212,-74.91,9.94,2018-07-03T08:00:00,367.42,10.65,21.34,25.64,16.0,0.02,0.43953115214742355,-0.10383474392880296,0.11277875428307682,0.5734009363602556,-31.87250996015935,0.017705834056673923
2018-07-03T08:00:00,40.74137,-74.00893,10.56,2018-07-03T08:00:00,303.37,41.5,19.36,69.77,26.62,1.42,0.22119993980437003,-0.07766796010576049,0.13022752986500555,0.3370943774148844,3.5575522098105874,0.004276965434765102
2018-07-03T08:00:00,40.73895,-74.01012,22.36,2018-07-03T08:00:00,303.49,37.53,19.33,67.46,24.76,1.42,0.08933187857181607,-0.12712861053717747,0.157783434530958,0.4134356438875012,3.4941672931874965,0.005601806758809211
2018-07-03T14:00:00,40.66579,-73.75706,21.12,2018-07-03T14:00:00,399.41,33.32,27.71,50.1,20.92,0.75,-0.015994874795746922,-0.030388320535029472,0.036002980940666854,0.14535274469060314,6.2990777660901704,0.0153481451890293
2018-07-03T14:00:00,40.76212,-74.91,15.53,2018-07-03T14:00:00,309.8,2.24,31.53,18.24,12.22,0.03,-0.2522574298038863,0.008692334230442097,0.0185133798446617,0.28008629318280304,9.96015936254981,0.010245586573290076
2018-07-03T14:00:00,40.74137,-74.00893,3.1,2018-07-03T14:00:00,410.26,30.68,23.47,67.08,25.65,1.39,0.03903528349488886,-0.051210519853448926,0.11739939035975826,0.3040818174728594,3.4482758620689653,0.013469904009509568
2018-07-03T14:00:00,40.73895,-74.01012,16.15,2018-07-03T14:00:00,410.83,30.28,23.47,53.28,22.18,1.39,0.03955047045147276,-0.0753181525046694,0.08405301110350781,0.3106585493930273,3.3904882011980706,0.015277327018570586
