datetime,lat,long,co,no2,o3,pm10,pm25,so2
2018-07-05T19:00:00,40.850247,-73.895282,133.25,22.91,48.83,35.82,17.41,0.54
2018-07-05T20:00:00,40.850247,-73.895282,192.0,16.14,52.48,36.77,16.95,0.5
2018-07-05T21:00:00,40.850247,-73.895282,140.09,20.67,45.66,35.73,19.74,0.63
2018-07-05T22:00:00,40.850247,-73.895282,144.77,21.79,34.3,36.03,19.16,0.65
2018-07-05T23:00:00,40.850247,-73.895282,211.81,19.42,35.73,36.01,21.79,0.55
2018-07-06T00:00:00,40.850247,-73.895282,149.03,17.48,28.27,32.57,17.46,0.6
2018-07-06T00:00:00,40.850247,-73.895282,149.03,17.48,28.27,32.57,17.46,0.6
2018-07-06T01:00:00,40.850247,-73.895282,156.38,20.73,22.77,32.94,19.58,0.56
2018-07-06T02:00:00,40.850247,-73.895282,160.28,21.23,21.4,32.31,19.32,0.56
2018-07-06T03:00:00,40.850247,-73.895282,172.14,25.21,18.2,30.38,16.46,0.55
2018-07-06T04:00:00,40.850247,-73.895282,111.0,15.78,7.37,25.98,15.23,0.67
2018-07-06T05:00:00,40.850247,-73.895282,128.96,12.48,17.31,18.52,17.47,0.55
2018-07-06T06:00:00,40.850247,-73.895282,122.96,11.86,19.67,18.59,16.82,0.56
2018-07-06T07:00:00,40.850247,-73.895282,135.24,9.05,20.07,15.12,12.85,0.54
2018-07-06T08:00:00,40.850247,-73.895282,128.24,17.54,18.43,25.95,12.0,0.55
2018-07-06T09:00:00,40.850247,-73.895282,130.86,9.21,16.66,13.35,6.13,0.55
2018-07-06T10:00:00,40.850247,-73.895282,152.47,7.56,19.6,13.23,5.44,0.47
2018-07-06T11:00:00,40.850247,-73.895282,157.72,16.63,19.57,19.49,14.26,0.52
2018-07-06T12:00:00,40.850247,-73.895282,171.68,17.49,21.02,17.68,14.73,0.52
2018-07-06T13:00:00,40.850247,-73.895282,109.15,25.83,22.6,32.69,16.87,0.6
2018-07-06T14:00:00,40.850247,-73.895282,137.94,21.48,22.76,34.11,17.33,0.6
2018-07-06T15:00:00,40.850247,-73.895282,194.22,23.6,29.88,32.31,16.62,0.6
2018-07-06T16:00:00,40.850247,-73.895282,238.35,20.84,27.93,31.22,19.5,0.55
2018-07-06T17:00:00,40.850247,-73.895282,203.88,24.96,24.85,33.04,18.8,0.94
2018-07-06T18:00:00,40.850247,-73.895282,265.34,19.99,28.0,33.67,17.81,0.99
2018-07-06T19:00:00,40.850247,-73.895282,311.2,19.58,28.39,32.19,16.4,0.69
2018-07-06T20:00:00,40.850247,-73.895282,241.47,22.31,31.44,30.31,18.39,0.65
2018-07-06T21:00:00,40.850247,-73.895282,234.32,25.02,37.88,32.72,14.76,0.62
2018-07-06T22:00:00,40.850247,-73.895282,290.18,20.7,42.45,40.23,14.34,0.55
2018-07-06T23:00:00,40.850247,-73.895282,158.38,25.53,38.61,38.91,17.14,0.61
2018-07-07T00:00:00,40.850247,-73.895282,151.34,25.83,35.81,34.68,15.81,0.56
2018-07-07T00:00:00,40.850247,-73.895282,151.34,25.83,35.81,34.68,15.81,0.56
2018-07-07T01:00:00,40.850247,-73.895282,146.58,25.7,35.7,33.15,13.62,0.49
2018-07-07T02:00:00,40.850247,-73.895282,146.27,24.51,34.1,30.73,14.21,0.15
2018-07-07T03:00:00,40.850247,-73.895282,149.58,22.56,32.26,26.66,16.37,0.03
2018-07-07T04:00:00,40.850247,-73.895282,90.56,17.56,33.05,21.17,15.51,0.01
2018-07-07T05:00:00,40.850247,-73.895282,89.35,14.3,32.23,14.67,12.85,0.01
2018-07-07T06:00:00,40.850247,-73.895282,89.35,13.91,30.36,11.38,12.74,0.01
2018-07-07T07:00:00,40.850247,-73.895282,92.03,8.04,32.39,6.77,0.53,0.01
2018-07-07T08:00:00,40.850247,-73.895282,101.77,10.66,30.87,10.89,9.59,0.01
2018-07-07T09:00:00,40.850247,-73.895282,100.45,10.0,30.29,11.59,8.91,0.01
2018-07-07T10:00:00,40.850247,-73.895282,125.23,7.69,32.84,11.97,8.03,0.01
2018-07-07T11:00:00,40.850247,-73.895282,140.43,11.95,29.49,13.18,13.07,0.01
2018-07-07T12:00:00,40.850247,-73.895282,134.01,10.27,32.56,11.68,9.69,0.01
2018-07-07T13:00:00,40.850247,-73.895282,100.41,11.77,34.18,10.34,13.2,0.01
2018-07-07T14:00:00,40.850247,-73.895282,134.37,22.34,36.62,21.33,13.16,0.02
2018-07-07T15:00:00,40.850247,-73.895282,127.0,15.67,41.47,19.28,13.67,0.01
2018-07-07T16:00:00,40.850247,-73.895282,130.39,16.93,46.04,25.04,14.45,0.01
2018-07-07T17:00:00,40.850247,-73.895282,173.18,14.11,46.77,28.87,13.2,0.02
2018-07-07T18:00:00,40.850247,-73.895282,179.02,19.04,50.25,23.89,16.57,0.02
2018-07-07T19:00:00,40.850247,-73.895282,193.28,16.05,53.27,26.32,13.25,0.02
2018-07-07T20:00:00,40.850247,-73.895282,147.61,18.03,49.84,31.5,14.17,0.01
2018-07-07T21:00:00,40.850247,-73.895282,217.4,13.32,53.49,31.88,11.99,0.02
2018-07-07T22:00:00,40.850247,-73.895282,163.6,22.79,49.59,29.2,13.54,0.07
2018-07-07T23:00:00,40.850247,-73.895282,229.15,16.6,49.53,30.27,16.21,0.02
2018-07-08T00:00:00,40.850247,-73.895282,180.84,21.75,41.37,31.13,20.5,0.06
2018-07-08T00:00:00,40.850247,-73.895282,180.84,21.75,41.37,31.13,20.5,0.06
2018-07-08T01:00:00,40.850247,-73.895282,134.56,25.13,35.51,35.2,17.39,0.02
2018-07-08T02:00:00,40.850247,-73.895282,142.65,23.07,30.22,37.05,12.65,0.02
2018-07-08T03:00:00,40.850247,-73.895282,161.28,23.3,28.56,35.36,16.74,0.03
2018-07-08T04:00:00,40.850247,-73.895282,213.22,27.11,27.03,35.94,14.42,0.03
2018-07-08T05:00:00,40.850247,-73.895282,218.13,27.62,27.59,35.63,18.03,0.04
2018-07-08T06:00:00,40.850247,-73.895282,225.69,24.42,25.3,32.52,14.98,0.04
2018-07-08T07:00:00,40.850247,-73.895282,231.56,21.6,20.14,38.75,14.59,0.04
2018-07-08T08:00:00,40.850247,-73.895282,234.27,22.97,16.19,39.02,11.69,0.05
2018-07-08T09:00:00,40.850247,-73.895282,234.78,24.66,20.41,43.41,14.3,0.04
2018-07-08T10:00:00,40.850247,-73.895282,228.21,24.77,24.04,48.09,13.04,0.03
2018-07-08T12:00:00,40.850247,-73.895282,224.73,20.34,19.62,35.81,14.84,0.05
2018-07-08T13:00:00,40.850247,-73.895282,295.85,22.57,24.4,28.93,19.03,0.04
2018-07-08T14:00:00,40.850247,-73.895282,296.47,16.24,39.28,31.36,19.15,0.02
2018-07-08T15:00:00,40.850247,-73.895282,209.13,16.97,44.61,29.01,21.13,0.05
2018-07-08T16:00:00,40.850247,-73.895282,199.52,15.54,45.25,26.51,16.48,0.04
2018-07-08T17:00:00,40.850247,-73.895282,193.94,15.01,47.34,25.52,13.93,0.03
2018-07-08T18:00:00,40.850247,-73.895282,195.36,13.47,54.07,25.7,14.54,0.05
2018-07-08T19:00:00,40.850247,-73.895282,140.27,15.12,46.19,27.13,18.86,0.03
2018-07-08T20:00:00,40.850247,-73.895282,137.26,14.4,46.31,29.06,13.77,0.02
2018-07-08T21:00:00,40.850247,-73.895282,157.24,15.17,54.02,30.53,17.29,0.07
2018-07-08T22:00:00,40.850247,-73.895282,219.97,12.16,58.56,34.99,15.52,0.02
2018-07-08T23:00:00,40.850247,-73.895282,282.54,14.64,61.18,32.2,16.44,0.03
2018-07-09T00:00:00,40.850247,-73.895282,209.38,21.0,50.14,30.79,18.08,0.07
2018-07-09T00:00:00,40.850247,-73.895282,209.38,21.0,50.14,30.79,18.08,0.07
2018-07-09T01:00:00,40.850247,-73.895282,173.32,21.11,45.1,32.08,15.8,0.04
2018-07-09T02:00:00,40.850247,-73.895282,172.06,25.39,45.18,31.88,18.0,0.04
2018-07-09T03:00:00,40.850247,-73.895282,178.48,24.04,25.62,33.78,16.76,0.04
2018-07-09T04:00:00,40.850247,-73.895282,200.6,28.56,23.93,33.35,17.77,0.03
2018-07-09T05:00:00,40.850247,-73.895282,190.01,26.7,25.61,27.8,17.21,0.05
2018-07-09T06:00:00,40.850247,-73.895282,266.19,20.35,23.0,24.94,5.63,0.03
2018-07-09T07:00:00,40.850247,-73.895282,191.83,29.0,22.27,32.6,14.18,0.05
2018-07-09T08:00:00,40.850247,-73.895282,175.72,20.55,23.1,32.13,17.54,0.02
2018-07-09T09:00:00,40.850247,-73.895282,153.08,19.45,19.28,29.45,4.99,0.06
2018-07-09T10:00:00,40.850247,-73.895282,190.35,18.86,20.71,33.83,12.23,0.02
2018-07-09T11:00:00,40.850247,-73.895282,182.14,18.45,22.41,36.71,17.0,0.02
2018-07-09T12:00:00,40.850247,-73.895282,224.27,29.13,22.71,43.08,18.68,0.68
2018-07-09T13:00:00,40.850247,-73.895282,206.94,33.09,20.48,36.3,20.54,0.6
2018-07-09T14:00:00,40.850247,-73.895282,302.9,36.65,28.02,33.23,19.97,0.61
2018-07-09T15:00:00,40.850247,-73.895282,307.73,25.78,37.86,32.19,18.36,0.51
2018-07-09T16:00:00,40.850247,-73.895282,249.04,30.32,44.75,28.48,22.32,0.58
2018-07-09T17:00:00,40.850247,-73.895282,196.39,29.49,52.37,33.44,20.18,0.6
2018-07-09T18:00:00,40.850247,-73.895282,248.65,20.08,65.48,28.57,18.85,0.51
2018-07-09T19:00:00,40.850247,-73.895282,252.99,17.08,71.81,33.32,16.24,0.48
2018-07-09T20:00:00,40.850247,-73.895282,256.7,16.88,75.33,36.03,18.61,0.48
2018-07-09T21:00:00,40.850247,-73.895282,184.38,27.34,87.4,30.78,21.68,0.61
2018-07-09T22:00:00,40.850247,-73.895282,281.69,16.68,76.43,32.62,24.21,0.56
2018-07-09T23:00:00,40.850247,-73.895282,203.62,27.15,61.4,41.07,21.1,0.67
2018-07-10T00:00:00,40.850247,-73.895282,229.85,28.7,52.31,40.17,23.1,0.64
2018-07-10T00:00:00,40.850247,-73.895282,229.85,28.7,52.31,40.17,23.1,0.64
2018-07-10T01:00:00,40.850247,-73.895282,176.97,33.82,44.52,38.59,18.58,0.57
2018-07-10T02:00:00,40.850247,-73.895282,189.99,29.39,39.39,37.09,21.45,0.56
2018-07-10T03:00:00,40.850247,-73.895282,193.85,32.92,32.74,37.51,18.32,0.55
2018-07-10T05:00:00,40.850247,-73.895282,206.03,19.05,31.52,26.47,18.53,0.09
2018-07-10T06:00:00,40.850247,-73.895282,202.15,19.01,30.97,27.4,17.21,0.04
2018-07-10T07:00:00,40.850247,-73.895282,214.69,17.8,30.34,26.06,15.17,0.05
2018-07-10T08:00:00,40.850247,-73.895282,194.0,24.58,27.04,30.78,21.05,0.06
2018-07-10T09:00:00,40.850247,-73.895282,191.46,19.19,29.51,27.96,8.69,0.07
2018-07-10T10:00:00,40.850247,-73.895282,234.25,20.64,35.41,36.15,20.68,0.02
2018-07-10T11:00:00,40.850247,-73.895282,216.36,27.01,32.01,36.46,18.96,0.07
2018-07-10T12:00:00,40.850247,-73.895282,219.05,37.93,29.21,45.04,20.07,0.09
2018-07-10T13:00:00,40.850247,-73.895282,300.45,44.16,29.61,36.83,22.07,0.49
2018-07-10T14:00:00,40.850247,-73.895282,372.5,35.76,36.66,39.81,22.44,0.52
2018-07-10T15:00:00,40.850247,-73.895282,312.66,31.59,43.43,45.77,22.44,0.91
2018-07-10T16:00:00,40.850247,-73.895282,297.61,22.42,63.1,43.76,20.78,0.65
2018-07-10T17:00:00,40.850247,-73.895282,177.53,27.72,67.39,39.04,20.36,0.65
2018-07-10T18:00:00,40.850247,-73.895282,177.14,22.25,75.59,33.02,24.25,0.59
2018-07-10T19:00:00,40.850247,-73.895282,187.73,22.66,79.16,35.05,18.62,0.59
2018-07-10T20:00:00,40.850247,-73.895282,185.7,26.55,75.59,40.48,20.06,0.61
2018-07-10T21:00:00,40.850247,-73.895282,188.21,27.05,69.37,43.81,19.15,0.63
2018-07-10T22:00:00,40.850247,-73.895282,274.46,15.19,75.31,50.3,18.48,0.57
2018-07-10T23:00:00,40.850247,-73.895282,203.59,28.71,71.23,54.9,20.27,0.69
2018-07-11T00:00:00,40.850247,-73.895282,214.18,27.32,70.86,60.03,21.71,0.99
2018-07-11T00:00:00,40.850247,-73.895282,214.18,27.32,70.86,60.03,21.71,0.99
2018-07-11T01:00:00,40.850247,-73.895282,161.03,28.51,59.05,63.61,19.0,1.03
2018-07-11T02:00:00,40.850247,-73.895282,150.9,22.65,49.28,67.91,22.2,1.06
2018-07-11T03:00:00,40.850247,-73.895282,224.23,25.08,36.6,57.12,25.54,1.06
2018-07-11T04:00:00,40.850247,-73.895282,230.45,28.63,31.78,54.07,24.1,0.72
2018-07-11T05:00:00,40.850247,-73.895282,173.44,25.68,39.55,53.72,21.32,0.61
2018-07-11T06:00:00,40.850247,-73.895282,184.75,22.07,39.76,43.71,20.63,0.57
2018-07-11T07:00:00,40.850247,-73.895282,182.21,22.85,38.45,33.81,16.05,0.57
2018-07-11T08:00:00,40.850247,-73.895282,205.52,16.44,36.89,32.0,8.43,0.54
2018-07-11T09:00:00,40.850247,-73.895282,178.65,24.65,33.24,30.34,19.74,0.55
2018-07-11T10:00:00,40.850247,-73.895282,200.88,17.82,33.93,27.06,7.24,0.44
2018-07-11T11:00:00,40.850247,-73.895282,203.76,20.43,37.1,39.33,15.32,0.11
2018-07-11T12:00:00,40.850247,-73.895282,170.54,28.37,31.03,37.97,16.99,0.07
2018-07-11T13:00:00,40.850247,-73.895282,197.63,29.08,33.76,41.5,16.72,0.03
2018-07-11T14:00:00,40.850247,-73.895282,186.09,27.05,32.95,40.92,17.37,0.08
2018-07-11T15:00:00,40.850247,-73.895282,175.94,20.43,38.16,41.77,17.6,0.06
2018-07-11T16:00:00,40.850247,-73.895282,225.37,15.28,45.83,40.83,17.21,0.01
2018-07-11T17:00:00,40.850247,-73.895282,196.95,17.4,52.71,45.63,17.16,0.05
2018-07-11T18:00:00,40.850247,-73.895282,210.58,28.58,57.28,45.91,17.32,0.07
2018-07-11T19:00:00,40.850247,-73.895282,193.46,25.83,53.08,40.86,21.1,0.08
2018-07-11T20:00:00,40.850247,-73.895282,245.02,16.34,47.42,46.07,19.09,0.05
2018-07-11T21:00:00,40.850247,-73.895282,203.5,27.65,43.06,50.65,20.37,0.13
2018-07-11T22:00:00,40.850247,-73.895282,272.24,17.85,50.59,51.09,22.2,0.05
2018-07-11T23:00:00,40.850247,-73.895282,286.59,19.22,47.28,53.55,19.79,0.04
2018-07-12T00:00:00,40.850247,-73.895282,215.06,24.16,41.58,45.86,20.0,0.08
2018-07-12T00:00:00,40.850247,-73.895282,215.06,24.16,41.58,45.86,20.0,0.08
2018-07-12T01:00:00,40.850247,-73.895282,206.31,32.18,36.72,49.42,19.48,0.06
2018-07-12T02:00:00,40.850247,-73.895282,209.27,31.54,34.1,51.49,21.56,0.06
2018-07-12T03:00:00,40.850247,-73.895282,249.67,27.91,36.26,52.78,25.09,0.06
2018-07-12T04:00:00,40.850247,-73.895282,259.22,25.22,36.33,50.24,21.76,0.06
2018-07-12T05:00:00,40.850247,-73.895282,255.23,21.93,34.04,46.23,21.43,0.05
2018-07-12T06:00:00,40.850247,-73.895282,239.03,19.89,29.99,45.55,18.71,0.05
2018-07-12T07:00:00,40.850247,-73.895282,230.24,22.2,23.72,48.22,20.32,0.04
2018-07-12T08:00:00,40.850247,-73.895282,185.2,18.97,27.1,47.01,9.34,0.04
2018-07-12T09:00:00,40.850247,-73.895282,193.14,20.7,20.35,51.84,9.68,0.05
2018-07-12T10:00:00,40.850247,-73.895282,197.06,24.16,27.53,57.05,9.89,0.04
2018-07-12T11:00:00,40.850247,-73.895282,220.98,14.24,26.88,50.01,8.97,0.01
2018-07-12T12:00:00,40.850247,-73.895282,189.66,27.55,22.83,50.38,18.9,0.05
2018-07-12T13:00:00,40.850247,-73.895282,199.82,26.39,27.32,48.42,19.67,0.04
2018-07-12T14:00:00,40.850247,-73.895282,197.72,31.41,30.54,45.06,16.44,0.08
2018-07-12T15:00:00,40.850247,-73.895282,242.06,25.14,38.68,39.46,15.97,0.03
2018-07-12T16:00:00,40.850247,-73.895282,192.46,26.08,40.92,35.72,15.16,0.06
2018-07-12T17:00:00,40.850247,-73.895282,184.39,23.61,44.44,41.02,12.77,0.06
2018-07-12T18:00:00,40.850247,-73.895282,258.86,18.27,51.54,35.88,15.01,0.06
