datetime,lat,long,co,no2,o3,pm10,pm25,so2
2018-07-16T12:00:00,40.846951,-73.933641,278.73,53.41,23.25,99.78,20.7,0.71
2018-07-16T13:00:00,40.846951,-73.933641,293.87,58.04,20.99,65.98,23.74,0.61
2018-07-16T14:00:00,40.846951,-73.933641,302.35,60.09,23.53,71.27,24.79,0.67
2018-07-16T15:00:00,40.846951,-73.933641,256.01,54.4,31.43,62.0,25.67,0.66
2018-07-16T16:00:00,40.846951,-73.933641,361.68,40.12,47.01,63.3,27.01,0.57
2018-07-16T17:00:00,40.846951,-73.933641,236.38,47.1,54.12,67.31,23.83,0.64
2018-07-16T18:00:00,40.846951,-73.933641,232.03,41.48,69.38,63.4,22.61,0.64
2018-07-16T19:00:00,40.846951,-73.933641,301.14,39.25,76.13,57.64,24.5,0.5
2018-07-16T21:00:00,40.846951,-73.933641,237.17,45.92,74.17,58.97,31.96,1.04
2018-07-16T22:00:00,40.846951,-73.933641,320.4,38.26,70.91,69.84,32.24,1.05
2018-07-16T23:00:00,40.846951,-73.933641,237.27,47.98,55.21,63.5,31.61,1.21
2018-07-17T00:00:00,40.846951,-73.933641,253.67,43.54,45.62,57.62,27.72,1.16
2018-07-17T00:00:00,40.846951,-73.933641,253.67,43.54,45.62,57.62,27.72,1.16
2018-07-17T01:00:00,40.846951,-73.933641,220.91,51.71,39.33,68.64,26.62,1.1
2018-07-17T02:00:00,40.846951,-73.933641,221.04,41.65,38.97,45.59,25.37,1.1
2018-07-17T03:00:00,40.846951,-73.933641,292.15,51.85,31.24,57.7,30.1,0.75
2018-07-17T04:00:00,40.846951,-73.933641,237.26,41.11,29.37,44.61,28.43,0.64
2018-07-17T05:00:00,40.846951,-73.933641,181.48,43.61,30.89,45.83,29.74,0.59
2018-07-17T06:00:00,40.846951,-73.933641,200.11,40.58,28.93,53.78,28.03,0.56
2018-07-17T07:00:00,40.846951,-73.933641,200.98,29.74,30.49,36.57,27.31,0.56
2018-07-17T08:00:00,40.846951,-73.933641,205.54,18.07,32.29,33.2,27.59,0.56
2018-07-17T09:00:00,40.846951,-73.933641,214.99,31.18,30.56,37.35,23.28,0.55
2018-07-17T10:00:00,40.846951,-73.933641,218.78,32.55,28.04,44.99,24.88,0.51
2018-07-17T11:00:00,40.846951,-73.933641,215.7,36.64,25.97,42.81,28.4,0.55
2018-07-17T12:00:00,40.846951,-73.933641,187.38,45.82,21.76,49.81,26.79,0.61
2018-07-17T13:00:00,40.846951,-73.933641,203.16,48.93,20.69,69.39,30.95,0.65
2018-07-17T14:00:00,40.846951,-73.933641,254.12,44.0,27.7,62.34,32.27,0.61
2018-07-17T16:00:00,40.846951,-73.933641,293.37,41.74,41.3,68.22,21.8,0.94
2018-07-17T17:00:00,40.846951,-73.933641,245.41,49.74,51.21,58.1,26.12,1.12
2018-07-17T18:00:00,40.846951,-73.933641,299.69,41.0,67.73,60.35,24.28,1.07
2018-07-17T19:00:00,40.846951,-73.933641,179.34,42.78,53.82,57.06,28.94,1.22
2018-07-17T20:00:00,40.846951,-73.933641,263.54,36.28,55.52,71.22,24.66,1.14
2018-07-17T21:00:00,40.846951,-73.933641,192.73,48.25,42.84,59.75,25.41,0.84
2018-07-17T22:00:00,40.846951,-73.933641,277.5,41.38,48.47,61.85,23.92,0.27
2018-07-17T23:00:00,40.846951,-73.933641,213.84,51.48,39.94,72.07,23.1,0.56
2018-07-18T00:00:00,40.846951,-73.933641,230.37,47.83,28.84,70.02,23.12,0.59
2018-07-18T00:00:00,40.846951,-73.933641,230.37,47.83,28.84,70.02,23.12,0.59
2018-07-18T01:00:00,40.846951,-73.933641,252.52,60.13,21.46,66.55,22.04,0.22
2018-07-18T02:00:00,40.846951,-73.933641,252.21,55.49,36.76,57.21,15.76,0.11
2018-07-18T03:00:00,40.846951,-73.933641,183.47,45.62,36.84,53.21,15.71,0.05
2018-07-18T04:00:00,40.846951,-73.933641,183.29,45.3,29.37,63.82,16.29,0.03
2018-07-18T05:00:00,40.846951,-73.933641,180.37,46.81,29.23,46.3,16.6,0.02
2018-07-18T06:00:00,40.846951,-73.933641,183.28,39.62,29.28,36.84,12.54,0.01
2018-07-18T07:00:00,40.846951,-73.933641,187.98,23.38,32.1,28.34,13.56,0.01
2018-07-18T08:00:00,40.846951,-73.933641,174.51,36.42,25.97,30.56,16.02,0.03
2018-07-18T09:00:00,40.846951,-73.933641,206.98,30.5,26.92,28.3,15.89,0.01
2018-07-18T10:00:00,40.846951,-73.933641,182.54,46.77,22.38,34.26,16.98,0.01
2018-07-18T11:00:00,40.846951,-73.933641,203.21,39.33,20.91,26.76,14.46,0.04
2018-07-18T12:00:00,40.846951,-73.933641,171.17,48.57,23.23,36.13,11.63,0.05
2018-07-18T13:00:00,40.846951,-73.933641,295.67,47.59,18.77,44.03,16.93,0.07
2018-07-18T14:00:00,40.846951,-73.933641,220.51,36.92,30.79,44.85,15.83,0.01
2018-07-18T15:00:00,40.846951,-73.933641,163.11,36.16,32.33,53.87,16.26,0.05
2018-07-18T16:00:00,40.846951,-73.933641,163.79,38.73,37.77,54.31,15.16,0.04
2018-07-18T17:00:00,40.846951,-73.933641,216.74,32.17,49.39,47.66,17.73,0.01
2018-07-18T18:00:00,40.846951,-73.933641,162.37,38.18,49.16,47.46,17.31,0.04
2018-07-18T19:00:00,40.846951,-73.933641,164.4,37.51,45.71,53.34,15.64,0.01
2018-07-18T20:00:00,40.846951,-73.933641,168.83,40.06,49.98,52.64,17.29,0.04
2018-07-18T21:00:00,40.846951,-73.933641,246.51,33.92,50.97,58.19,15.01,0.01
2018-07-18T22:00:00,40.846951,-73.933641,175.68,41.89,44.54,48.9,15.92,0.11
2018-07-18T23:00:00,40.846951,-73.933641,255.69,34.91,45.87,56.55,15.25,0.03
2018-07-19T00:00:00,40.846951,-73.933641,180.86,40.44,37.38,72.12,16.23,0.09
2018-07-19T00:00:00,40.846951,-73.933641,180.86,40.44,37.38,72.12,16.23,0.09
2018-07-19T01:00:00,40.846951,-73.933641,144.36,42.51,34.6,68.32,15.76,0.02
2018-07-19T02:00:00,40.846951,-73.933641,145.63,45.41,32.75,65.32,15.1,0.02
2018-07-19T03:00:00,40.846951,-73.933641,220.96,50.22,31.01,43.54,13.47,0.02
2018-07-19T04:00:00,40.846951,-73.933641,229.71,54.99,27.7,52.4,18.82,0.02
2018-07-19T05:00:00,40.846951,-73.933641,239.41,51.71,22.76,45.81,16.88,0.02
2018-07-19T06:00:00,40.846951,-73.933641,183.11,40.15,24.7,38.0,15.99,0.01
2018-07-19T07:00:00,40.846951,-73.933641,167.56,26.03,26.4,33.71,12.49,0.02
2018-07-19T08:00:00,40.846951,-73.933641,171.78,19.91,25.17,32.96,15.17,0.02
2018-07-19T09:00:00,40.846951,-73.933641,181.8,30.09,22.9,36.11,15.21,0.03
2018-07-19T10:00:00,40.846951,-73.933641,180.16,44.97,22.27,38.19,15.45,0.13
2018-07-19T11:00:00,40.846951,-73.933641,208.72,50.45,22.5,35.75,15.45,0.03
2018-07-19T12:00:00,40.846951,-73.933641,191.06,49.68,23.06,39.11,14.53,0.04
2018-07-19T13:00:00,40.846951,-73.933641,200.09,44.72,27.41,43.89,17.95,0.03
2018-07-19T14:00:00,40.846951,-73.933641,215.21,47.37,29.02,41.96,18.36,0.09
2018-07-19T15:00:00,40.846951,-73.933641,241.29,43.32,43.48,50.91,15.17,0.02
2018-07-19T16:00:00,40.846951,-73.933641,230.92,38.09,51.1,50.21,14.26,0.02
2018-07-19T17:00:00,40.846951,-73.933641,171.09,39.31,48.73,48.72,16.06,0.02
2018-07-19T18:00:00,40.846951,-73.933641,103.98,37.44,49.59,57.48,17.21,0.03
2018-07-19T19:00:00,40.846951,-73.933641,179.49,32.04,56.94,43.68,13.79,0.03
2018-07-19T20:00:00,40.846951,-73.933641,130.86,41.84,55.17,45.94,14.09,0.03
2018-07-19T21:00:00,40.846951,-73.933641,125.71,37.29,58.69,58.78,14.75,0.05
2018-07-19T22:00:00,40.846951,-73.933641,266.26,34.7,67.67,55.05,16.79,0.01
2018-07-19T23:00:00,40.846951,-73.933641,283.54,40.65,67.58,65.27,19.38,0.04
2018-07-20T00:00:00,40.846951,-73.933641,209.16,49.19,54.47,50.0,20.73,0.12
2018-07-15T00:00:00,40.745616,-73.97305,236.02,37.58,53.71,65.91,22.05,0.74
2018-07-15T01:00:00,40.745616,-73.97305,159.54,43.92,47.42,69.77,16.93,0.7
2018-07-15T02:00:00,40.745616,-73.97305,228.33,38.74,45.74,72.68,19.58,1.14
2018-07-15T03:00:00,40.745616,-73.97305,239.7,45.69,42.56,60.64,19.03,1.26
2018-07-15T04:00:00,40.745616,-73.97305,240.38,45.69,40.43,80.51,26.19,1.31
2018-07-15T05:00:00,40.745616,-73.97305,249.19,44.66,41.66,95.13,20.66,1.3
2018-07-15T06:00:00,40.745616,-73.97305,217.2,44.82,42.89,102.45,19.15,1.3
2018-07-15T07:00:00,40.745616,-73.97305,197.47,38.53,41.79,83.75,19.23,0.43
2018-07-15T08:00:00,40.745616,-73.97305,195.71,37.72,36.77,71.25,17.65,0.17
2018-07-15T09:00:00,40.745616,-73.97305,217.78,33.74,34.43,66.67,16.95,0.47
2018-07-15T10:00:00,40.745616,-73.97305,226.98,32.41,33.24,73.33,13.63,0.49
2018-07-15T11:00:00,40.745616,-73.97305,262.01,43.31,32.62,85.98,15.33,0.18
2018-07-15T12:00:00,40.745616,-73.97305,211.08,34.27,32.03,62.71,15.89,0.07
2018-07-15T13:00:00,40.745616,-73.97305,227.47,38.66,31.01,59.81,19.81,0.08
2018-07-15T14:00:00,40.745616,-73.97305,245.26,38.7,27.53,54.19,19.45,0.56
2018-07-15T15:00:00,40.745616,-73.97305,285.63,37.58,25.78,54.96,21.57,0.7
2018-07-15T16:00:00,40.745616,-73.97305,298.75,30.19,31.99,56.08,19.55,0.7
2018-07-15T17:00:00,40.745616,-73.97305,292.64,28.15,36.57,52.57,20.23,0.7
2018-07-15T18:00:00,40.745616,-73.97305,313.56,40.41,35.02,55.15,19.57,0.69
2018-07-15T20:00:00,40.745616,-73.97305,320.4,36.67,49.45,74.32,21.3,0.7
2018-07-15T21:00:00,40.745616,-73.97305,311.2,37.46,54.21,71.58,19.3,0.76
2018-07-15T22:00:00,40.745616,-73.97305,342.1,34.07,54.04,68.13,24.63,0.71
2018-07-15T23:00:00,40.745616,-73.97305,323.11,41.18,51.85,73.6,23.7,0.81
2018-07-16T00:00:00,40.745616,-73.97305,274.2,42.68,50.7,54.91,20.97,0.8
2018-07-16T00:00:00,40.745616,-73.97305,274.2,42.68,50.7,54.91,20.97,0.8
2018-07-16T01:00:00,40.745616,-73.97305,251.36,46.52,46.11,64.43,20.36,0.73
2018-07-16T02:00:00,40.745616,-73.97305,254.8,42.71,38.33,64.67,15.98,0.72
2018-07-16T03:00:00,40.745616,-73.97305,246.54,43.91,32.7,76.32,20.76,0.7
2018-07-16T04:00:00,40.745616,-73.97305,262.16,45.16,27.56,102.76,19.51,0.7
2018-07-16T05:00:00,40.745616,-73.97305,314.1,55.01,25.67,97.58,17.25,0.72
2018-07-16T06:00:00,40.745616,-73.97305,341.94,47.83,29.54,91.63,23.23,0.68
2018-07-16T07:00:00,40.745616,-73.97305,343.27,50.39,26.75,104.6,24.16,0.68
2018-07-16T08:00:00,40.745616,-73.97305,286.41,38.14,24.91,84.8,19.99,0.67
2018-07-16T09:00:00,40.745616,-73.97305,288.88,33.22,21.86,84.79,20.88,0.67
2018-07-16T10:00:00,40.745616,-73.97305,284.53,49.46,20.09,114.14,21.88,0.64
2018-07-16T11:00:00,40.745616,-73.97305,328.65,38.38,23.37,99.28,19.76,0.54
2018-07-16T12:00:00,40.745616,-73.97305,343.81,49.77,23.62,107.67,19.64,0.85
2018-07-16T13:00:00,40.745616,-73.97305,299.14,42.93,20.09,71.98,21.48,0.73
2018-07-16T14:00:00,40.745616,-73.97305,363.36,46.85,23.73,77.22,24.02,0.79
2018-07-16T15:00:00,40.745616,-73.97305,350.43,45.39,31.23,61.79,22.83,0.78
2018-07-16T16:00:00,40.745616,-73.97305,372.96,35.77,47.14,66.44,24.74,0.67
2018-07-16T17:00:00,40.745616,-73.97305,341.24,50.01,53.73,69.04,23.01,0.75
2018-07-16T18:00:00,40.745616,-73.97305,346.64,45.33,68.91,82.91,23.96,0.75
2018-07-16T19:00:00,40.745616,-73.97305,368.88,35.95,76.68,72.67,23.99,0.6
2018-07-16T21:00:00,40.745616,-73.97305,363.83,46.8,71.19,74.54,25.85,1.24
2018-07-16T22:00:00,40.745616,-73.97305,387.82,35.84,69.85,57.6,26.79,1.26
2018-07-16T23:00:00,40.745616,-73.97305,368.07,39.87,55.02,58.05,23.99,1.45
2018-07-17T00:00:00,40.745616,-73.97305,285.99,48.85,46.6,59.92,23.24,1.39
2018-07-17T00:00:00,40.745616,-73.97305,285.99,48.85,46.6,59.92,23.24,1.39
2018-07-17T01:00:00,40.745616,-73.97305,315.02,43.71,39.56,52.82,24.74,1.32
2018-07-17T02:00:00,40.745616,-73.97305,324.85,45.35,38.97,48.43,23.67,1.32
2018-07-17T03:00:00,40.745616,-73.97305,290.43,51.75,33.0,53.93,21.44,0.9
2018-07-17T04:00:00,40.745616,-73.97305,271.44,43.79,31.42,53.52,24.19,0.76
2018-07-17T05:00:00,40.745616,-73.97305,264.93,39.98,31.5,54.76,24.16,0.71
2018-07-17T06:00:00,40.745616,-73.97305,270.36,41.49,29.93,47.15,23.08,0.67
2018-07-17T07:00:00,40.745616,-73.97305,223.8,35.78,30.97,41.58,22.85,0.67
2018-07-17T08:00:00,40.745616,-73.97305,227.36,34.37,31.99,42.82,24.14,0.66
2018-07-17T09:00:00,40.745616,-73.97305,240.61,39.89,31.05,59.42,20.41,0.66
2018-07-17T10:00:00,40.745616,-73.97305,239.56,31.82,28.42,42.45,20.5,0.6
2018-07-17T11:00:00,40.745616,-73.97305,302.19,35.1,27.31,60.28,21.08,0.66
2018-07-17T12:00:00,40.745616,-73.97305,199.42,37.54,22.04,63.7,20.29,0.71
2018-07-17T13:00:00,40.745616,-73.97305,288.1,40.67,21.5,48.26,19.84,0.77
2018-07-17T14:00:00,40.745616,-73.97305,314.06,38.44,28.21,54.93,23.04,0.72
2018-07-17T16:00:00,40.745616,-73.97305,312.89,36.04,42.14,53.33,21.26,1.12
2018-07-17T17:00:00,40.745616,-73.97305,304.18,41.69,50.4,60.25,21.61,1.33
2018-07-17T18:00:00,40.745616,-73.97305,314.72,38.78,62.79,56.59,24.1,1.28
2018-07-17T19:00:00,40.745616,-73.97305,332.11,45.2,54.39,50.48,26.44,1.44
2018-07-17T20:00:00,40.745616,-73.97305,323.51,41.41,55.05,86.58,24.36,1.35
2018-07-17T21:00:00,40.745616,-73.97305,273.5,45.42,43.88,57.19,20.73,1.0
2018-07-17T22:00:00,40.745616,-73.97305,263.39,35.54,46.63,73.47,21.52,0.32
2018-07-17T23:00:00,40.745616,-73.97305,349.67,48.67,38.66,69.99,19.75,0.67
2018-07-18T00:00:00,40.745616,-73.97305,379.71,48.51,29.56,62.36,18.79,0.71
2018-07-18T00:00:00,40.745616,-73.97305,379.71,48.51,29.56,62.36,18.79,0.71
2018-07-18T01:00:00,40.745616,-73.97305,310.11,46.97,25.01,59.65,19.44,0.27
2018-07-18T02:00:00,40.745616,-73.97305,237.11,44.45,38.92,80.39,16.5,0.13
2018-07-18T03:00:00,40.745616,-73.97305,204.21,42.51,36.53,50.2,15.84,0.05
2018-07-18T04:00:00,40.745616,-73.97305,250.61,37.95,31.69,64.59,15.73,0.04
2018-07-18T05:00:00,40.745616,-73.97305,190.17,47.06,29.79,55.2,13.35,0.02
2018-07-18T06:00:00,40.745616,-73.97305,176.2,38.98,27.53,51.5,14.59,0.01
2018-07-18T07:00:00,40.745616,-73.97305,142.34,27.71,32.96,32.12,15.39,0.01
2018-07-18T08:00:00,40.745616,-73.97305,148.17,39.79,27.34,28.7,14.6,0.04
2018-07-18T09:00:00,40.745616,-73.97305,174.49,32.19,25.99,26.16,11.79,0.01
2018-07-18T10:00:00,40.745616,-73.97305,196.09,38.95,22.17,33.83,12.67,0.02
2018-07-18T11:00:00,40.745616,-73.97305,179.17,39.87,20.66,26.6,10.88,0.05
2018-07-18T12:00:00,40.745616,-73.97305,127.9,45.11,22.05,41.42,13.55,0.06
2018-07-18T13:00:00,40.745616,-73.97305,190.0,40.46,17.99,56.15,15.93,0.08
2018-07-18T14:00:00,40.745616,-73.97305,168.26,34.04,30.63,56.89,15.93,0.01
2018-07-18T15:00:00,40.745616,-73.97305,148.74,34.56,32.22,60.5,15.4,0.06
2018-07-18T16:00:00,40.745616,-73.97305,155.86,35.17,38.02,56.71,18.08,0.04
2018-07-18T17:00:00,40.745616,-73.97305,181.82,38.68,48.76,46.98,19.65,0.01
2018-07-18T18:00:00,40.745616,-73.97305,176.3,39.32,49.2,47.35,19.61,0.05
2018-07-18T19:00:00,40.745616,-73.97305,134.61,34.62,46.35,47.08,15.63,0.01
2018-07-18T20:00:00,40.745616,-73.97305,141.65,35.47,49.71,60.88,16.99,0.05
2018-07-18T21:00:00,40.745616,-73.97305,234.22,35.77,49.87,61.86,18.83,0.01
2018-07-18T22:00:00,40.745616,-73.97305,214.12,37.81,43.89,59.12,17.65,0.13
2018-07-18T23:00:00,40.745616,-73.97305,218.14,32.79,45.6,83.67,17.71,0.03
2018-07-19T00:00:00,40.745616,-73.97305,144.64,36.2,37.71,70.28,16.62,0.11
2018-07-19T00:00:00,40.745616,-73.97305,144.64,36.2,37.71,70.28,16.62,0.11
2018-07-19T01:00:00,40.745616,-73.97305,113.32,36.38,34.6,60.68,16.1,0.02
2018-07-19T02:00:00,40.745616,-73.97305,110.77,37.48,33.55,61.37,17.58,0.02
2018-07-19T03:00:00,40.745616,-73.97305,154.5,37.92,31.63,45.41,15.77,0.02
2018-07-19T04:00:00,40.745616,-73.97305,166.91,36.09,28.12,54.13,13.28,0.03
2018-07-19T05:00:00,40.745616,-73.97305,178.06,44.82,24.56,53.17,15.19,0.02
2018-07-19T06:00:00,40.745616,-73.97305,161.14,44.74,25.71,42.11,14.8,0.01
2018-07-19T07:00:00,40.745616,-73.97305,152.95,45.99,27.44,40.54,13.64,0.02
2018-07-19T08:00:00,40.745616,-73.97305,158.53,43.3,25.61,42.11,10.65,0.02
2018-07-19T09:00:00,40.745616,-73.97305,128.03,43.27,24.3,42.68,14.24,0.03
2018-07-19T10:00:00,40.745616,-73.97305,148.47,50.56,23.44,43.76,12.91,0.16
2018-07-19T11:00:00,40.745616,-73.97305,183.78,36.09,23.55,39.74,11.55,0.03
2018-07-19T12:00:00,40.745616,-73.97305,200.66,52.89,21.1,51.76,12.06,0.04
2018-07-19T13:00:00,40.745616,-73.97305,198.94,39.91,27.72,42.54,19.8,0.03
2018-07-19T14:00:00,40.745616,-73.97305,214.53,43.26,29.13,41.11,20.6,0.1
2018-07-19T15:00:00,40.745616,-73.97305,227.0,37.44,41.4,52.54,18.17,0.01
2018-07-19T16:00:00,40.745616,-73.97305,222.54,35.66,49.07,46.35,18.42,0.01
2018-07-19T17:00:00,40.745616,-73.97305,208.69,37.87,48.6,44.1,15.93,0.01
2018-07-19T18:00:00,40.745616,-73.97305,138.43,36.15,49.95,61.25,15.18,0.02
2018-07-19T19:00:00,40.745616,-73.97305,225.24,40.87,57.18,61.33,17.09,0.02
2018-07-19T20:00:00,40.745616,-73.97305,240.13,41.78,56.02,59.99,14.84,0.03
2018-07-19T21:00:00,40.745616,-73.97305,231.81,38.95,58.54,58.49,18.1,0.06
2018-07-19T22:00:00,40.745616,-73.97305,326.96,35.6,67.33,64.69,19.01,0.01
2018-07-19T23:00:00,40.745616,-73.97305,290.62,36.62,65.99,77.12,19.45,0.03
2018-07-20T00:00:00,40.745616,-73.97305,216.91,41.76,53.62,58.48,21.54,0.13
2018-07-15T00:00:00,40.7415,-73.95491001,234.47,39.69,53.55,63.75,21.24,0.72
2018-07-15T01:00:00,40.7415,-73.95491001,159.53,42.59,47.14,70.19,18.35,0.68
2018-07-15T02:00:00,40.7415,-73.95491001,223.59,37.83,45.45,80.63,20.65,1.1
2018-07-15T03:00:00,40.7415,-73.95491001,234.06,46.41,42.27,78.06,24.43,1.22
2018-07-15T04:00:00,40.7415,-73.95491001,236.04,33.74,40.39,75.1,21.2,1.27
2018-07-15T05:00:00,40.7415,-73.95491001,244.91,36.31,41.4,78.48,20.18,1.26
2018-07-15T06:00:00,40.7415,-73.95491001,219.86,38.15,42.59,76.41,19.78,1.26
2018-07-15T07:00:00,40.7415,-73.95491001,199.32,27.62,41.65,82.17,19.86,0.41
2018-07-15T08:00:00,40.7415,-73.95491001,193.02,31.57,37.0,65.79,15.2,0.17
2018-07-15T09:00:00,40.7415,-73.95491001,217.25,23.34,34.3,62.32,10.93,0.46
2018-07-15T10:00:00,40.7415,-73.95491001,226.19,32.8,33.11,63.82,16.85,0.48
2018-07-15T11:00:00,40.7415,-73.95491001,259.06,45.01,32.47,81.48,18.01,0.17
2018-07-15T12:00:00,40.7415,-73.95491001,213.41,44.95,31.97,76.35,17.07,0.07
2018-07-15T13:00:00,40.7415,-73.95491001,227.02,45.43,31.21,64.72,19.83,0.08
2018-07-15T14:00:00,40.7415,-73.95491001,244.55,37.98,27.53,52.37,18.9,0.55
2018-07-15T15:00:00,40.7415,-73.95491001,280.93,36.32,26.41,63.15,20.39,0.68
2018-07-15T16:00:00,40.7415,-73.95491001,296.1,34.4,32.49,60.0,20.02,0.68
2018-07-15T17:00:00,40.7415,-73.95491001,290.48,19.37,36.71,50.33,16.35,0.67
2018-07-15T18:00:00,40.7415,-73.95491001,314.06,32.29,35.54,69.57,20.73,0.67
2018-07-15T20:00:00,40.7415,-73.95491001,317.94,25.04,49.09,77.55,22.43,0.68
2018-07-15T21:00:00,40.7415,-73.95491001,304.45,43.63,54.16,69.37,21.38,0.74
2018-07-15T22:00:00,40.7415,-73.95491001,339.48,38.08,54.13,75.4,24.75,0.69
2018-07-15T23:00:00,40.7415,-73.95491001,317.28,43.92,51.82,76.83,24.4,0.79
2018-07-16T00:00:00,40.7415,-73.95491001,270.93,42.82,51.09,68.57,21.64,0.78
2018-07-16T00:00:00,40.7415,-73.95491001,270.93,42.82,51.09,68.57,21.64,0.78
2018-07-16T01:00:00,40.7415,-73.95491001,247.3,43.2,46.17,69.9,20.54,0.71
2018-07-16T02:00:00,40.7415,-73.95491001,251.04,46.0,38.02,82.23,21.64,0.7
2018-07-16T03:00:00,40.7415,-73.95491001,242.39,49.98,32.47,87.93,21.39,0.68
2018-07-16T04:00:00,40.7415,-73.95491001,258.5,42.15,26.99,80.02,21.37,0.68
2018-07-16T05:00:00,40.7415,-73.95491001,305.72,40.42,25.11,73.92,21.94,0.7
2018-07-16T06:00:00,40.7415,-73.95491001,337.06,36.94,29.28,85.67,21.41,0.66
2018-07-16T07:00:00,40.7415,-73.95491001,339.99,29.06,26.71,85.95,18.26,0.66
2018-07-16T08:00:00,40.7415,-73.95491001,287.44,21.61,24.84,81.07,21.0,0.65
2018-07-16T09:00:00,40.7415,-73.95491001,286.51,23.14,22.03,83.21,18.62,0.65
2018-07-16T10:00:00,40.7415,-73.95491001,279.92,43.63,20.37,104.52,18.34,0.62
2018-07-16T11:00:00,40.7415,-73.95491001,321.76,42.11,23.8,97.85,19.5,0.52
2018-07-16T12:00:00,40.7415,-73.95491001,338.8,52.21,23.76,96.23,21.88,0.83
2018-07-16T13:00:00,40.7415,-73.95491001,299.28,49.59,20.87,72.29,24.38,0.71
2018-07-16T14:00:00,40.7415,-73.95491001,360.13,53.27,23.83,61.22,23.6,0.77
2018-07-16T15:00:00,40.7415,-73.95491001,343.85,51.31,30.96,62.98,23.54,0.76
2018-07-16T16:00:00,40.7415,-73.95491001,373.87,43.3,46.67,62.96,27.62,0.65
2018-07-16T17:00:00,40.7415,-73.95491001,334.07,47.91,53.16,58.6,23.6,0.73
2018-07-16T18:00:00,40.7415,-73.95491001,338.71,46.05,69.13,68.39,26.9,0.73
2018-07-16T19:00:00,40.7415,-73.95491001,364.09,44.48,77.19,51.35,24.07,0.58
2018-07-16T21:00:00,40.7415,-73.95491001,355.36,49.46,71.06,59.4,27.02,1.2
